state_name,dist_name,year,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha),wheat_area_(1000_ha),wheat_production_(1000_tons),wheat_yield_(kg_per_ha),groundnut_area_(1000_ha),groundnut_production_(1000_tons),groundnut_yield_(kg_per_ha),sunflower_area_(1000_ha),sunflower_production_(1000_tons),sunflower_yield_(kg_per_ha),soyabean_area_(1000_ha),soyabean_production_(1000_tons),soyabean_yield_(kg_per_ha),oilseeds_area_(1000_ha),oilseeds_production_(1000_tons),oilseeds_yield_(kg_per_ha),sugarcane_area_(1000_ha),sugarcane_production_(1000_tons),sugarcane_yield_(kg_per_ha),cotton_area_(1000_ha),cotton_production_(1000_tons),cotton_yield_(kg_per_ha)
rajasthan,bharatpur,2002,1.11,0.82,738.74,188.01,617.57,3284.77,0.16,0.1,625.0,0.0,0.0,0.0,0.0,0.0,0.0,259.58,274.09,1055.9,0.2,0.65,3250.0,0.85,0.1,117.65
rajasthan,bharatpur,2003,2.82,3.72,1319.15,186.78,690.12,3694.83,0.16,0.25,1562.5,0.03,0.03,1000.0,0.01,0.01,1000.0,270.13,369.91,1369.38,0.12,0.62,5166.67,0.87,0.3,344.83
rajasthan,bharatpur,2004,2.0,2.17,1085.0,153.32,467.06,3046.31,0.24,0.37,1541.67,0.0,0.0,0.0,0.01,0.01,1000.0,327.89,408.0,1244.32,0.11,0.62,5636.36,1.61,0.47,291.93
rajasthan,bharatpur,2005,4.21,8.58,2038.0,165.81,595.16,3589.41,0.31,0.49,1580.65,0.0,0.0,0.0,0.01,0.02,2000.0,325.29,418.4,1286.24,0.15,1.22,8133.33,1.43,0.46,321.68
rajasthan,bharatpur,2006,1.42,1.49,1049.3,195.48,650.27,3326.53,0.21,0.28,1333.33,0.0,0.0,0.0,0.0,0.0,0.0,283.46,388.78,1371.55,0.29,1.53,5275.86,0.49,0.18,367.35
rajasthan,bharatpur,2007,1.16,2.09,1801.72,208.59,673.21,3227.43,0.14,0.23,1642.86,0.0,0.0,0.0,0.0,0.0,0.0,249.65,307.58,1232.04,0.22,0.98,4454.55,0.31,0.12,387.1
rajasthan,bharatpur,2008,2.85,3.81,1336.84,184.57,737.01,3993.12,0.1,0.16,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,298.07,472.95,1586.71,0.08,0.41,5125.0,0.13,0.05,384.62
rajasthan,bharatpur,2009,2.44,4.16,1704.92,217.56,852.55,3918.69,0.11,0.12,1090.91,0.0,0.0,0.0,0.0,0.0,0.0,273.07,444.58,1628.08,0.03,0.17,5666.67,0.16,0.05,312.5
rajasthan,bharatpur,2010,2.22,4.48,2018.02,216.39,911.12,4210.55,0.15,0.3,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,270.99,489.68,1807.0,0.11,0.74,6727.27,0.11,0.04,363.64
rajasthan,bharatpur,2011,2.92,6.95,2380.14,213.78,915.22,4281.13,0.22,0.43,1954.55,0.0,0.0,0.0,0.02,0.03,1500.0,283.19,452.33,1597.27,0.29,4.36,15034.48,0.46,0.25,543.48
rajasthan,bharatpur,2012,1.49,2.92,1959.73,194.3,831.91,4281.57,0.13,0.2,1538.46,0.0,0.0,0.0,0.0,0.0,0.0,307.69,473.27,1538.14,0.34,2.99,8794.12,1.59,0.15,94.34
rajasthan,bharatpur,2013,2.36,4.73,2004.24,216.55,910.94,4206.6,0.08,0.15,1875.0,0.0,0.0,0.0,0.02,0.01,500.0,286.11,398.07,1391.32,0.16,1.29,8062.5,1.46,0.15,102.74
rajasthan,bharatpur,2014,2.64,5.79,2193.18,233.73,836.27,3577.93,0.04,0.09,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,263.19,346.4,1316.16,0.06,0.43,7166.67,3.01,0.29,96.35
rajasthan,bharatpur,2015,2.61,5.98,2291.19,224.14,828.47,3696.22,0.05,0.11,2200.0,0.0,0.0,0.0,0.0,0.0,500.0,275.73,398.6,1445.62,0.04,0.35,9281.58,6.26,0.52,83.07
rajasthan,bharatpur,2016,1.78,4.06,2283.62,226.35,1014.22,4480.69,0.05,0.1,2040.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,6355.0,7.09,1.98,279.51
rajasthan,bharatpur,2017,1.36,3.01,2209.1,217.66,923.78,4244.13,0.04,0.07,1947.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,5487.5,7.07,0.65,91.27
rajasthan,bhilwara,1966,0.1,0.0,0.0,38.0,29.0,763.16,18.0,4.0,222.22,0.0,0.0,0.0,0.0,0.0,0.0,56.39,10.0,177.34,1.0,1.5,1500.0,30.0,5.0,166.67
rajasthan,bhilwara,1967,0.1,0.0,0.0,44.0,37.0,840.91,31.0,14.0,451.61,0.0,0.0,0.0,0.0,0.0,0.0,71.48,20.0,279.8,1.0,0.9,900.0,30.0,4.0,133.33
rajasthan,bhilwara,1968,0.1,0.0,0.0,39.7,37.0,931.99,30.9,4.0,129.45,0.0,0.0,0.0,0.0,0.0,0.0,61.14,6.0,98.14,2.0,1.1,550.0,32.4,4.0,123.46
rajasthan,bhilwara,1969,0.0,0.0,0.0,45.0,43.0,955.56,17.0,4.0,235.29,0.0,0.0,0.0,0.0,0.0,0.0,47.37,6.0,126.66,2.0,2.4,1200.0,27.0,2.5,92.59
rajasthan,bhilwara,1970,0.1,0.1,1000.0,67.0,85.0,1268.66,18.0,8.0,444.44,0.0,0.0,0.0,0.0,0.0,0.0,54.8,15.0,273.72,1.0,4.2,4200.0,28.0,3.8,135.71
rajasthan,bhilwara,1971,0.1,0.1,1000.0,69.0,83.0,1202.9,14.0,8.0,571.43,0.0,0.0,0.0,0.0,0.0,0.0,45.61,11.0,241.18,1.0,3.9,3900.0,42.0,7.7,183.33
rajasthan,bhilwara,1972,0.3,0.2,666.67,46.0,40.0,869.57,25.0,16.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,49.21,18.0,365.78,2.0,6.9,3450.0,36.0,4.3,119.44
rajasthan,bhilwara,1973,0.2,0.1,500.0,82.0,85.0,1036.59,25.0,10.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,50.37,11.0,218.38,2.0,6.3,3150.0,26.0,1.8,69.23
rajasthan,bhilwara,1974,0.0,0.0,0.0,59.0,71.0,1203.39,36.0,16.0,444.44,0.0,0.0,0.0,0.0,0.0,0.0,60.08,17.0,282.96,3.4,12.7,3735.29,22.0,4.0,181.82
rajasthan,bhilwara,1975,0.3,0.3,1000.0,69.6,69.3,995.69,27.5,18.3,665.45,0.0,0.0,0.0,0.0,0.0,0.0,50.31,21.01,417.61,2.6,8.1,3115.38,25.8,3.2,124.03
rajasthan,bhilwara,1976,0.2,0.2,1000.0,84.3,89.4,1060.5,22.1,13.8,624.43,0.0,0.0,0.0,0.0,0.0,0.0,51.44,16.01,311.24,2.5,9.0,3600.0,23.0,3.0,130.43
rajasthan,bhilwara,1977,0.2,0.2,1000.0,80.3,117.0,1457.04,18.7,10.2,545.45,0.0,0.0,0.0,0.0,0.0,0.0,32.65,12.0,367.53,3.7,15.6,4216.22,34.4,5.0,145.35
rajasthan,bhilwara,1978,0.2,0.2,1000.0,76.4,96.7,1265.71,29.5,17.2,583.05,0.0,0.0,0.0,0.0,0.0,0.0,45.46,18.0,395.95,3.2,11.7,3656.25,33.4,6.2,185.63
rajasthan,bhilwara,1979,0.1,0.1,1000.0,91.0,97.0,1065.93,22.6,6.9,305.31,0.0,0.0,0.0,0.0,0.0,0.0,94.89,11.0,115.92,1.8,6.2,3444.44,32.5,5.0,153.85
rajasthan,bhilwara,1980,0.1,0.1,1000.0,57.1,58.2,1019.26,16.4,11.9,725.61,0.0,0.0,0.0,0.0,0.0,0.0,45.98,6.0,130.49,1.6,6.2,3875.0,29.6,4.0,135.14
rajasthan,bhilwara,1981,0.0,0.0,0.0,45.9,55.8,1215.69,12.4,11.4,919.35,0.0,0.0,0.0,0.0,0.0,0.0,51.83,10.0,192.94,1.4,4.7,3357.14,31.5,4.4,139.68
rajasthan,bhilwara,1982,0.0,0.0,0.0,94.0,176.0,1872.34,14.4,7.7,534.72,0.0,0.0,0.0,0.0,0.0,0.0,101.16,8.0,79.08,1.2,6.2,5166.67,32.9,5.7,173.25
rajasthan,bhilwara,1983,0.0,0.0,0.0,107.1,132.4,1236.23,14.2,12.6,887.32,0.0,0.0,0.0,0.0,0.0,0.0,45.8,29.01,633.41,1.4,6.9,4928.57,34.5,5.9,171.01
rajasthan,bhilwara,1984,0.0,0.1,0.0,67.0,89.1,1329.85,23.8,11.2,470.59,0.0,0.0,0.0,0.0,0.0,0.0,67.57,25.03,370.43,1.3,4.1,3153.85,31.0,5.4,174.19
rajasthan,bhilwara,1985,0.0,0.0,0.0,51.2,90.5,1767.58,18.0,7.0,388.89,0.0,0.0,0.0,0.0,0.0,0.0,75.15,19.14,254.69,0.9,2.1,2333.33,28.1,4.5,160.14
rajasthan,bhilwara,1986,0.0,0.0,0.0,68.0,120.0,1764.71,13.0,7.0,538.46,0.0,0.0,0.0,0.0,0.0,0.0,37.88,12.74,336.33,0.8,2.3,2875.0,16.0,1.0,62.5
rajasthan,bhilwara,1987,0.0,0.0,0.0,51.0,81.0,1588.24,15.0,6.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,81.43,19.3,237.01,0.9,2.3,2555.56,12.0,1.0,83.33
rajasthan,bhilwara,1988,0.0,0.0,0.0,59.8,93.2,1558.53,18.2,17.7,972.53,0.0,0.0,0.0,0.0,0.0,0.0,56.77,35.31,621.98,0.6,1.0,1666.67,13.5,1.8,133.33
rajasthan,bhilwara,1989,0.0,0.0,0.0,74.2,93.2,1256.06,24.1,20.6,854.77,0.0,0.0,0.0,0.0,0.0,0.0,81.61,51.16,626.88,0.5,1.6,3200.0,19.5,4.0,205.13
rajasthan,bhilwara,1990,0.01,0.01,1000.0,87.35,186.25,2132.23,21.58,18.42,853.57,0.0,0.0,0.0,0.03,0.04,1333.33,100.36,57.62,574.13,0.91,3.14,3450.55,20.57,4.45,216.33
rajasthan,bhilwara,1991,0.01,0.0,0.0,83.18,153.24,1842.27,20.21,21.58,1067.79,0.0,0.0,0.0,0.09,0.07,777.78,79.83,52.28,654.89,1.43,5.92,4139.86,21.07,3.07,145.7
rajasthan,bhilwara,1992,0.02,0.02,1000.0,107.92,212.69,1970.81,23.39,15.67,669.94,0.02,0.0,0.0,0.09,0.11,1222.22,59.42,31.68,533.15,1.19,6.38,5361.34,15.35,2.96,192.83
rajasthan,bhilwara,1993,0.02,0.02,1000.0,65.84,110.01,1670.87,25.95,16.36,630.44,0.0,0.0,0.0,0.1,0.11,1100.0,66.51,26.35,396.18,0.7,2.4,3428.57,16.03,3.06,190.89
rajasthan,bhilwara,1994,0.06,0.13,2166.67,130.92,320.93,2451.34,19.21,13.59,707.44,0.0,0.0,0.0,0.17,0.19,1117.65,53.62,29.07,542.15,0.48,2.51,5229.17,11.39,1.88,165.06
rajasthan,bhilwara,1995,0.09,0.08,888.89,86.67,175.83,2028.73,17.85,9.94,556.86,0.0,0.0,0.0,0.54,0.51,944.44,55.01,29.62,538.45,0.76,4.04,5315.79,25.25,5.44,215.45
rajasthan,bhilwara,1996,0.06,0.07,1166.67,131.2,383.06,2919.66,20.08,21.95,1093.13,0.01,0.01,1000.0,0.64,0.63,984.38,58.6,48.03,819.62,0.66,2.47,3742.42,18.92,5.51,291.23
rajasthan,bhilwara,1997,0.16,0.19,1187.5,116.09,314.2,2706.52,25.92,27.93,1077.55,0.0,0.0,0.0,1.19,1.5,1260.5,73.58,56.01,761.21,0.59,1.95,3305.08,23.07,7.09,307.33
rajasthan,bhilwara,1998,0.34,0.41,1205.88,88.28,196.42,2224.97,20.25,10.19,503.21,0.0,0.0,0.0,2.47,3.25,1315.79,60.4,36.12,598.01,0.55,2.07,3763.64,18.33,5.24,285.87
rajasthan,bhilwara,1999,0.82,1.03,1256.1,63.64,148.71,2336.74,16.24,14.46,890.39,0.0,0.0,0.0,1.51,1.84,1218.54,53.43,40.88,765.11,0.27,0.73,2703.7,11.82,1.94,164.13
rajasthan,bhilwara,2000,0.31,0.29,935.48,50.38,95.37,1893.01,10.1,10.57,1046.53,0.0,0.0,0.0,1.01,0.7,693.07,32.38,19.62,605.93,0.13,0.31,2384.62,7.43,1.54,207.27
rajasthan,bhilwara,2001,0.26,0.32,1230.77,87.69,193.31,2204.47,13.26,14.26,1075.41,0.0,0.0,0.0,0.54,0.59,1092.59,54.18,41.88,772.98,0.08,0.29,3625.0,6.73,1.11,164.93
rajasthan,bhilwara,2002,0.24,0.2,833.33,24.42,50.78,2079.44,12.78,6.03,471.83,0.0,0.0,0.0,0.57,0.29,508.77,34.88,9.72,278.67,0.07,0.29,4142.86,10.64,0.5,46.99
rajasthan,bhilwara,2003,0.19,0.31,1631.58,46.4,76.85,1656.25,9.14,11.71,1281.18,0.0,0.0,0.0,0.39,0.54,1384.62,49.41,39.93,808.14,0.04,0.13,3250.0,6.6,1.39,210.61
rajasthan,bhilwara,2004,0.24,0.36,1500.0,83.39,215.57,2585.08,15.34,18.57,1210.56,0.0,0.0,0.0,1.44,2.05,1423.61,122.77,112.67,917.73,0.03,0.09,3000.0,9.81,1.86,189.6
rajasthan,bhilwara,2005,0.29,0.42,1448.28,56.0,118.41,2114.46,13.02,14.36,1102.92,0.0,0.0,0.0,5.84,6.72,1150.68,144.78,106.64,736.57,0.14,1.05,7500.0,12.84,3.48,271.03
rajasthan,bhilwara,2006,0.21,0.33,1571.43,123.81,389.58,3146.6,13.89,10.18,732.9,0.0,0.0,0.0,3.97,4.78,1204.03,98.53,71.96,730.34,0.2,1.38,6900.0,6.45,1.57,243.41
rajasthan,bhilwara,2007,0.25,0.5,2000.0,81.58,193.73,2374.72,9.71,11.97,1232.75,0.0,0.0,0.0,3.15,3.39,1076.19,76.5,54.71,715.16,0.33,1.78,5393.94,8.31,3.72,447.65
rajasthan,bhilwara,2008,0.28,0.5,1785.71,54.38,143.16,2632.59,10.25,11.53,1124.88,0.0,0.0,0.0,3.65,4.13,1131.51,95.21,63.99,672.09,0.17,0.96,5647.06,15.95,3.48,218.18
rajasthan,bhilwara,2009,0.43,0.65,1511.63,38.38,103.37,2693.33,8.55,3.17,370.76,0.0,0.0,0.0,3.48,2.38,683.91,51.91,16.35,314.97,0.08,0.71,8875.0,23.34,2.67,114.4
rajasthan,bhilwara,2010,0.39,0.79,2025.64,118.78,307.98,2592.86,6.86,9.77,1424.2,0.0,0.0,0.0,2.62,3.83,1461.83,153.23,95.22,621.42,0.03,0.14,4666.67,12.91,5.42,419.83
rajasthan,bhilwara,2011,0.37,0.69,1864.86,109.58,318.26,2904.36,7.2,8.26,1147.22,0.0,0.0,0.0,5.64,6.69,1186.17,80.4,54.8,681.59,0.04,0.27,6750.0,38.96,18.6,477.41
rajasthan,bhilwara,2012,0.26,0.45,1730.77,121.79,413.84,3397.98,6.8,7.33,1077.94,0.0,0.0,0.0,6.9,7.45,1079.71,81.68,72.84,891.77,0.05,0.4,8000.0,50.77,4.54,89.42
rajasthan,bhilwara,2013,0.29,0.63,2172.41,124.47,448.39,3602.39,7.08,6.01,848.87,0.0,0.0,0.0,9.11,12.53,1375.41,99.63,104.39,1047.78,0.05,0.65,13000.0,39.48,3.75,94.98
rajasthan,bhilwara,2014,0.51,1.12,2196.08,137.22,281.87,2054.15,6.26,8.27,1321.09,0.0,0.0,0.0,11.89,12.3,1034.48,73.54,59.66,811.26,0.06,0.67,11166.67,45.36,4.33,95.46
rajasthan,bhilwara,2015,0.57,1.14,2000.0,89.64,274.28,3059.79,7.76,5.92,762.89,0.0,0.0,0.0,11.56,7.83,676.87,65.84,48.9,742.71,0.07,0.49,6922.53,44.39,3.57,80.42
rajasthan,bhilwara,2016,0.51,1.18,2289.32,139.79,503.06,3598.58,9.38,8.92,950.13,0.0,0.0,0.0,4.93,4.01,812.21,0.0,0.0,0.0,0.03,0.17,5921.43,31.42,18.15,577.45
rajasthan,bhilwara,2017,0.58,1.36,2366.32,102.8,341.13,3318.35,9.1,11.04,1213.78,0.0,0.0,0.0,5.32,5.76,1081.97,0.0,0.0,0.0,0.04,0.29,7325.64,41.47,4.87,117.55
rajasthan,bikaner,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07,1.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1968,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,1.0,186.92,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1971,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.0,86.96,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1972,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,3.0,364.96,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1973,0.1,0.1,1000.0,1.0,2.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.12,1.0,76.22,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1974,0.1,0.0,0.0,2.0,4.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,4.0,199.2,0.0,0.0,0.0,0.0,0.0,0.0
rajasthan,bikaner,1975,0.2,0.1,500.0,6.0,10.2,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,2.0,262.12,0.1,0.2,2000.0,0.2,0.0,0.0
rajasthan,bikaner,1976,0.1,0.2,2000.0,5.2,8.1,1557.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,3.0,213.07,0.1,0.4,4000.0,0.1,0.0,0.0
rajasthan,bikaner,1977,0.1,0.2,2000.0,5.3,8.8,1660.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,5.0,234.96,0.1,0.6,6000.0,0.8,0.2,250.0
rajasthan,bikaner,1978,0.1,0.1,1000.0,7.4,11.9,1608.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.14,7.0,211.23,0.1,0.4,4000.0,1.1,0.3,272.73
rajasthan,bikaner,1979,0.2,0.1,500.0,8.0,12.0,1500.0,0.3,0.1,333.33,0.0,0.0,0.0,0.0,0.0,0.0,30.25,3.0,99.17,0.1,0.3,3000.0,1.1,0.2,181.82
rajasthan,bikaner,1980,0.1,0.1,1000.0,7.1,12.7,1788.73,0.2,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,37.96,3.0,79.03,0.1,0.3,3000.0,1.0,0.2,200.0
rajasthan,bikaner,1981,0.1,0.0,0.0,9.2,15.3,1663.04,0.8,0.5,625.0,0.0,0.0,0.0,0.0,0.0,0.0,91.36,6.0,65.67,0.1,0.5,5000.0,1.0,0.2,200.0
rajasthan,bikaner,1982,0.1,0.1,1000.0,12.0,22.0,1833.33,2.1,1.2,571.43,0.0,0.0,0.0,0.0,0.0,0.0,25.19,8.0,317.59,0.2,0.8,4000.0,1.1,0.3,272.73
rajasthan,bikaner,1983,0.0,0.0,0.0,12.3,19.5,1585.37,4.6,4.4,956.52,0.0,0.0,0.0,0.0,0.0,0.0,29.15,15.0,514.58,0.3,1.2,4000.0,1.1,0.3,272.73
rajasthan,bikaner,1984,0.0,0.0,0.0,9.2,15.0,1630.43,5.6,3.8,678.57,0.0,0.0,0.0,0.0,0.0,0.0,35.05,15.0,427.96,0.2,1.0,5000.0,2.8,0.6,214.29
rajasthan,bikaner,1985,0.0,0.0,0.0,11.8,26.0,2203.39,6.1,1.5,245.9,0.0,0.0,0.0,0.0,0.0,0.0,37.07,13.01,350.96,0.2,0.6,3000.0,2.9,0.7,241.38
rajasthan,bikaner,1986,0.1,0.1,1000.0,17.0,31.0,1823.53,8.1,6.2,765.43,0.0,0.0,0.0,0.0,0.0,0.0,34.08,17.7,519.37,0.1,0.6,6000.0,4.9,1.6,326.53
rajasthan,bikaner,1987,0.1,0.1,1000.0,9.0,17.0,1888.89,12.5,11.1,888.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,16.3,648.37,0.1,0.4,4000.0,4.8,0.5,104.17
rajasthan,bikaner,1988,0.0,0.0,0.0,20.9,46.8,2239.23,8.0,10.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45,15.83,301.81,0.0,0.2,0.0,2.3,0.8,347.83
rajasthan,bikaner,1989,0.0,0.0,0.0,19.6,46.8,2387.76,13.6,19.2,1411.76,0.0,0.0,0.0,0.0,0.0,0.0,45.6,23.33,511.62,0.0,0.2,0.0,5.7,2.2,385.96
rajasthan,bikaner,1990,0.01,0.01,1000.0,25.68,61.0,2375.39,17.57,34.08,1939.67,0.0,0.0,0.0,0.0,0.0,0.0,54.44,45.35,833.03,0.07,0.38,5428.57,9.25,3.4,367.57
rajasthan,bikaner,1991,0.0,0.0,0.0,31.56,57.29,1815.27,25.46,38.12,1497.25,0.06,0.03,500.0,0.01,0.01,1000.0,62.63,54.99,878.01,0.07,0.31,4428.57,10.68,4.64,434.46
rajasthan,bikaner,1992,0.0,0.0,0.0,40.1,32.21,803.24,24.36,23.29,956.08,0.01,0.0,0.0,0.0,0.0,0.0,63.57,42.44,667.61,0.06,0.28,4666.67,14.75,0.53,35.93
rajasthan,bikaner,1993,0.01,0.01,1000.0,29.97,22.45,749.08,22.89,25.95,1133.68,0.02,0.01,500.0,0.0,0.0,0.0,61.31,37.51,611.81,0.05,0.27,5400.0,19.56,6.07,310.33
rajasthan,bikaner,1994,0.01,0.02,2000.0,35.62,43.18,1212.24,21.55,18.26,847.33,0.0,0.0,0.0,0.0,0.0,0.0,71.05,34.76,489.23,0.05,0.21,4200.0,19.82,5.7,287.59
rajasthan,bikaner,1995,0.0,0.0,0.0,40.06,65.03,1623.31,24.87,29.32,1178.93,0.0,0.0,0.0,0.0,0.0,0.0,87.78,50.57,576.1,0.05,0.27,5400.0,26.88,9.37,348.59
rajasthan,bikaner,1996,0.0,0.0,0.0,45.01,74.31,1650.97,29.0,36.83,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,101.96,69.7,683.6,0.06,0.31,5166.67,34.1,6.82,200.0
rajasthan,bikaner,1997,0.0,0.0,0.0,51.62,74.91,1451.18,32.44,40.33,1243.22,0.0,0.0,0.0,0.0,0.0,0.0,149.78,101.23,675.86,0.05,0.27,5400.0,32.03,6.32,197.32
rajasthan,bikaner,1998,0.0,0.0,0.0,56.23,115.56,2055.13,28.29,31.6,1117.0,0.01,0.0,0.0,0.0,0.0,0.0,157.49,96.41,612.17,0.04,0.2,5000.0,35.76,12.37,345.92
rajasthan,bikaner,1999,0.03,0.04,1333.33,70.63,99.7,1411.58,18.08,30.18,1669.25,0.0,0.0,0.0,0.0,0.0,0.0,64.74,63.21,976.37,0.04,0.17,4250.0,35.88,7.77,216.56
rajasthan,bikaner,2000,0.03,0.03,1000.0,44.66,49.1,1099.42,21.87,28.16,1287.61,0.0,0.0,0.0,0.0,0.0,0.0,52.55,39.71,755.66,0.04,0.15,3750.0,30.69,5.35,174.32
rajasthan,bikaner,2001,0.0,0.0,0.0,44.08,77.21,1751.59,23.87,31.31,1311.69,0.0,0.0,0.0,0.0,0.0,0.0,66.92,56.7,847.28,0.01,0.04,4000.0,17.34,2.0,115.34
rajasthan,bikaner,2002,0.01,0.0,0.0,30.79,50.31,1633.97,30.86,19.63,636.1,0.0,0.0,0.0,0.0,0.0,0.0,95.24,54.5,572.24,0.01,0.05,5000.0,12.75,0.19,14.9
rajasthan,bikaner,2003,0.01,0.02,2000.0,35.99,83.09,2308.7,35.1,66.04,1881.48,0.0,0.0,0.0,0.06,0.01,166.67,75.55,98.36,1301.92,0.0,0.01,0.0,9.99,1.95,195.2
rajasthan,bikaner,2004,0.02,0.03,1500.0,34.88,73.47,2106.36,42.23,77.2,1828.08,0.0,0.0,0.0,0.0,0.0,0.0,89.42,121.48,1358.53,0.0,0.0,0.0,5.91,1.09,184.43
rajasthan,bikaner,2005,0.02,0.03,1500.0,50.16,93.5,1864.04,51.99,74.69,1436.62,0.0,0.0,0.0,0.0,0.0,0.0,115.83,143.46,1238.54,0.0,0.02,0.0,14.7,4.66,317.01
rajasthan,bikaner,2006,0.01,0.01,1000.0,52.9,138.03,2609.26,46.25,74.42,1609.08,0.02,0.01,500.0,0.0,0.0,0.0,139.09,156.84,1127.62,0.0,0.01,0.0,4.26,1.42,333.33
rajasthan,bikaner,2007,0.0,0.0,0.0,51.68,72.55,1403.83,51.29,109.42,2133.36,0.0,0.0,0.0,0.0,0.0,0.0,97.22,133.99,1378.21,0.01,0.04,4000.0,4.35,1.38,317.24
rajasthan,bikaner,2008,0.18,0.32,1777.78,58.93,141.12,2394.71,63.14,110.34,1747.55,0.0,0.0,0.0,0.0,0.0,0.0,111.45,146.17,1311.53,0.0,0.02,0.0,0.79,0.27,341.77
rajasthan,bikaner,2009,0.06,0.1,1666.67,55.95,98.72,1764.43,78.55,65.76,837.17,0.0,0.0,0.0,0.0,0.0,0.0,114.25,86.02,752.91,0.0,0.0,0.0,5.13,0.31,60.43
rajasthan,bikaner,2010,0.04,0.08,2000.0,79.12,233.44,2950.45,85.19,229.91,2698.79,0.0,0.0,0.0,0.0,0.0,0.0,137.78,287.45,2086.3,0.0,0.01,0.0,0.51,0.15,294.12
rajasthan,bikaner,2011,0.03,0.06,2000.0,84.18,209.88,2493.23,101.43,255.48,2518.78,0.0,0.0,0.0,0.0,0.0,0.0,166.03,298.56,1798.23,0.01,0.04,4000.0,7.34,3.02,411.44
rajasthan,bikaner,2012,0.03,0.05,1666.67,94.73,230.36,2431.75,109.22,215.6,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14,277.6,1641.24,0.0,0.02,0.0,1.72,0.14,81.4
rajasthan,bikaner,2013,0.02,0.04,2000.0,116.37,287.27,2468.59,137.14,307.07,2239.1,0.0,0.0,0.0,0.0,0.0,0.0,195.77,367.78,1878.63,0.0,0.02,0.0,0.75,0.07,93.33
rajasthan,bikaner,2014,0.04,0.08,2000.0,120.35,242.42,2014.29,168.93,412.65,2442.73,0.0,0.0,0.0,0.0,0.0,0.0,230.16,472.03,2050.88,0.0,0.0,0.0,0.75,0.04,53.33
rajasthan,bikaner,2015,0.02,0.03,1500.0,114.46,282.01,2463.83,165.55,402.45,2430.99,0.0,0.0,0.0,0.0,0.0,0.0,238.01,473.17,1988.03,0.0,0.0,0.0,0.63,0.02,31.75
rajasthan,bikaner,2016,0.01,0.02,2250.0,113.18,282.65,2497.32,174.95,467.36,2671.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,7150.0,0.66,0.39,596.01
